Index,Year,Month,AZ_Phoenix,CA_LosAngeles,CA_SanDiego,CA_SanFrancisco,CO_Denver,DC_Washington,FL_Miami,FL_Tampa,GA_Atlanta,IL_Chicago,MA_Boston,MI_Detroit,MN_Minneapolis,NC_Charlotte,NV_LasVegas,NY_NewYork,OH_Cleveland,OR_Portland,WA_Seattle,Composite_10,Date
1,1991,January,65.26,95.28,83.13,71.17,48.67,89.38,79.08,81.75,69.61,70.04,64.97,58.24,64.21,73.32,80.96,74.59,68.24,56.53,65.53,78.53,1/1/1991
2,1991,February,65.29,94.12,81.87,70.27,48.68,88.8,78.55,81.76,69.17,70.5,64.17,57.76,64.2,73.26,81.58,73.69,67.96,56.94,64.6,77.77,2/1/1991
3,1991,March,64.6,92.83,80.89,69.56,48.85,87.59,78.44,81.43,69.05,70.63,63.57,57.63,64.19,72.75,81.65,72.87,68.18,58.03,64.47,77,3/1/1991
4,1991,April,64.35,92.83,80.73,69.46,49.2,87.56,78.55,81.46,69.4,71.09,63.35,57.85,64.3,72.88,81.67,72.29,69.1,58.39,65.09,76.86,4/1/1991
5,1991,May,64.37,93.37,81.41,70.13,49.51,88.61,77.95,81.33,69.69,71.36,63.84,58.36,64.75,73.26,82.02,72.63,69.92,58.9,66.03,77.31,5/1/1991
6,1991,June,64.88,94.25,82.2,70.83,50.09,89.28,78.49,81.77,70.14,71.66,64.25,58.9,64.95,73.49,81.91,73.5,70.55,59.54,66.68,78.02,6/1/1991
7,1991,July,65.5,94.85,82.59,71.39,50.55,89.57,78.64,81.85,70.12,72.16,64.49,59.29,65.65,73.61,83.35,74.39,71.09,59.89,66.93,78.61,7/1/1991
8,1991,August,65.87,95.21,82.47,71.52,50.86,89.13,79.56,82.1,70.48,72.62,64.79,59.65,65.94,73.59,84.07,74.9,71.31,60.17,67.04,78.93,8/1/1991
9,1991,September,66.04,94.92,82.2,71.55,50.9,88.82,79.27,81.65,70.35,72.59,64.83,59.7,66.14,73.38,85.46,75.06,71.65,60.2,66.99,78.88,9/1/1991
10,1991,October,65.84,94.51,82.02,71.21,50.99,88.62,79.31,81.52,70.29,72.43,64.71,59.84,65.73,73.58,83.81,75.01,71.52,60.64,66.48,78.68,10/1/1991
11,1991,November,66.1,93.67,81.76,70.69,51.03,88.75,79.29,81.69,70.09,72.23,64.05,59.71,65.68,73.52,81.98,74.84,71.42,60.59,66.13,78.31,11/1/1991
12,1991,December,65.95,93.01,81.14,70.05,51.08,88.29,79.09,81.75,69.9,72.45,63.69,59.78,65.81,73.8,82.87,74.74,71,61.08,65.7,77.99,12/1/1991
13,1992,January,66.01,92.45,80.48,69.67,51.25,88.25,79.1,81.49,70.05,72.71,63.18,59.56,65.65,73.58,82.85,74.59,71.16,61.4,65.61,77.74,1/1/1992
14,1992,February,65.88,91.97,79.87,69.48,51.94,87.75,78.51,80.4,69.88,73.19,62.94,59.47,66.19,73.56,83.09,74.38,71.22,61.54,65.54,77.51,2/1/1992
15,1992,March,65.93,90.97,79.98,69.17,52.83,87.97,78.6,80.27,69.96,73.51,62.97,59.56,66.6,73.29,82.66,74.27,71.74,61.57,66.18,77.31,3/1/1992
16,1992,April,65.83,90.58,80.18,69.26,53.48,88.43,78.98,80.63,69.91,72.97,63.69,60.16,67,73.25,82.47,74.4,72.16,61.8,66.87,77.36,4/1/1992
17,1992,May,66.02,90.4,80.4,69.86,53.79,88.97,79.42,81.05,70.28,73.36,64.09,60.61,67.08,73.45,82.89,74.69,72.7,62.24,67.57,77.62,5/1/1992
18,1992,June,66.08,90.41,80.27,70.02,54.18,89.24,79.78,81.22,70.59,74.45,64.38,60.92,67.3,73.6,82.84,75.14,73.16,62.73,67.9,77.94,6/1/1992
19,1992,July,66.26,90.06,80.1,70,54.4,89.08,78.05,80.69,71.29,75.48,64.46,61.15,67.5,74.14,82.85,75.47,73.4,62.92,67.98,77.95,7/1/1992
20,1992,August,66.46,89.86,79.8,69.64,54.77,89.03,77.95,80.57,71.51,75.75,64.75,61.51,67.66,74.41,82.8,75.79,73.77,63.49,67.75,77.99,8/1/1992
21,1992,September,66.54,89.11,79.58,69.51,54.97,88.74,77.61,80.54,71.59,75.82,64.63,61.68,67.59,74.6,82.98,75.74,74.07,63.84,67.44,77.76,9/1/1992
22,1992,October,66.55,87.95,78.48,69.28,54.96,88.79,79.54,81.5,71.17,75.79,64.62,61.55,67.79,74.38,83.65,75.48,74.21,64.23,67.74,77.45,10/1/1992
23,1992,November,66.52,86.8,78.18,68.85,55.21,88.75,79.7,81.87,71.33,75.82,64.17,61.36,67.93,74.18,83.67,75.38,74.3,64.87,67.57,77.09,11/1/1992
24,1992,December,66.59,85.6,77.19,68.21,55.35,88.63,79.99,81.53,71.33,75.43,64.29,61.44,67.98,74.42,82.91,75.35,74.15,64.78,67.47,76.68,12/1/1992
25,1993,January,66.83,84.88,77.25,67.77,55.83,88.73,79.94,81.32,71.5,75.38,64.44,61.36,67.7,74.57,82.34,75.54,74.29,64.93,67.49,76.56,1/1/1993
26,1993,February,66.83,84.09,76.32,67.44,56.05,88.75,79.92,81.17,71.26,75.53,64.26,61.32,67.68,74.68,82.67,75.42,73.96,64.95,67.76,76.28,2/1/1993
27,1993,March,67.21,82.76,75.94,67.09,56.68,88.73,79.64,81.93,71.49,75.8,64,61.2,68.4,74.58,82.78,75.32,74.08,65.3,68.19,75.91,3/1/1993
28,1993,April,67.3,82.05,75.46,67.59,57.05,88.51,80.13,82.38,71.94,75.97,63.98,61.58,68.96,74.48,82.34,75.34,74.63,66.29,67.94,75.83,4/1/1993
29,1993,May,67.75,81.67,75.57,67.9,57.59,88.48,80.77,82.56,72.53,76.58,64.56,62.06,69.37,74.66,81.72,75.71,75.47,67.03,68.14,76.04,5/1/1993
30,1993,June,67.95,81.69,75.4,67.99,58.42,89.04,81.36,82.35,72.92,77.59,65.43,62.74,69.36,75.13,81.73,76.44,76.07,68.05,68.13,76.51,6/1/1993
31,1993,July,68.44,81.11,75.02,67.65,59.1,89.4,81.78,82.29,73.33,78.1,66.11,63.21,69.79,75.56,82.13,76.84,76.53,68.52,68.18,76.61,7/1/1993
32,1993,August,68.72,80.33,74.71,67.63,59.93,89.51,82.14,82.81,73.61,78.35,66.62,63.67,70.14,75.73,82.73,76.99,76.67,68.63,68.59,76.59,8/1/1993
33,1993,September,69.28,79.77,74.79,67.5,60.42,89.18,82.49,83.62,73.87,78.35,66.62,63.83,70.71,75.64,83.3,76.99,77.12,68.98,69.21,76.47,9/1/1993
34,1993,October,69.41,78.92,74.53,67.18,60.99,88.86,82.82,83.92,73.91,78.37,66.46,64.09,70.91,75.82,83.7,76.92,77.38,69.45,69.47,76.22,10/1/1993
35,1993,November,69.81,78.36,74.51,66.77,61.38,88.57,82.68,83.62,73.97,78.42,66.33,64.29,71.23,76.14,84.03,76.88,77.87,70.3,69.65,76.02,11/1/1993
36,1993,December,70.03,77.3,73.74,66.27,62.01,88.65,82.89,82.85,74.27,78.81,66.27,64.39,71.13,76.74,83.78,76.71,78.05,70.52,69.52,75.71,12/1/1993
37,1994,January,70.53,77,73.84,65.98,62.49,88.63,83.46,82.75,74.72,79.62,66.36,64.3,71.48,77.01,83.72,76.61,78.3,70.79,69.82,75.71,1/1/1994
38,1994,February,70.82,76.86,73.47,65.79,63.04,88.45,84.25,83.12,75.08,79.67,66.31,64.31,72.02,77.09,83.48,76.43,78.17,71.1,69.58,75.63,2/1/1994
39,1994,March,71.28,76.47,73.39,66.37,63.61,88.57,84.74,83.76,75.21,79.64,66.65,64.6,73.1,77.27,83.69,76.6,78.29,71.69,69.84,75.73,3/1/1994
40,1994,April,71.73,76.44,73.62,67.05,64.44,89.02,84.85,83.76,75.26,79.79,67.26,64.9,73.18,77.5,84.04,76.88,78.79,72.55,70.33,76.03,4/1/1994
41,1994,May,72.14,76.39,74.32,67.7,65.09,89.78,84.89,83.91,75.71,80.4,67.63,65.42,73.12,77.85,85.26,77.55,79.64,73.45,71.51,76.49,5/1/1994
42,1994,June,72.47,76.72,74.81,68.15,65.86,90.48,85.31,84.01,76.15,80.91,68.46,66.01,72.93,78.28,85.84,78.2,80.15,74.19,71.97,77.04,6/1/1994
43,1994,July,73,76.95,75.1,68.38,66.3,90.77,85.63,84.72,76.6,81.19,68.84,66.62,72.89,78.91,86.45,78.78,80.46,74.91,72.12,77.4,7/1/1994
44,1994,August,73.53,77.25,74.75,68.4,66.71,90.73,86.11,85.25,76.88,81.61,69.27,67.15,73.08,79.52,86.37,79.08,80.68,75.44,71.93,77.64,8/1/1994
45,1994,September,74.06,77.13,74.23,68.21,66.81,90.52,86.3,85.4,76.95,81.68,69.25,67.48,73.12,79.84,86.54,79.08,80.8,75.87,71.93,77.57,9/1/1994
46,1994,October,74.26,77.07,73.99,68.17,67.03,90.33,86.47,85.1,77.25,81.89,69.21,67.65,73.17,79.87,86.69,78.87,81.03,75.99,72.01,77.5,10/1/1994
47,1994,November,74.46,76.59,73.6,68.04,67.16,90.18,86.69,85.01,77.56,81.76,68.88,67.66,73.22,79.7,86.77,78.5,81.32,76.21,71.99,77.23,11/1/1994
48,1994,December,74.79,76.07,73.02,67.93,67.4,89.76,87.01,85.25,77.95,81.66,68.48,67.94,72.85,80.03,87.17,78.36,81.13,76.19,71.73,76.99,12/1/1994
49,1995,January,75.11,75.91,72.58,67.73,67.59,89.27,87.02,85.78,78.16,81.38,68.3,68.72,72.96,80.47,87.04,78.28,81.12,76.79,71.72,76.82,1/1/1995
50,1995,February,75.37,75.36,72.53,67.4,67.82,88.96,86.64,85.53,78.26,81.61,68.19,70.47,73.61,80.94,87.34,78.29,80.75,77.06,71.2,76.64,2/1/1995
51,1995,March,75.52,74.99,72.41,66.79,68.22,88.62,86.3,85.5,78.32,81.8,68.31,70.25,74.59,81.1,87.39,77.95,81.03,77.9,71.44,76.38,3/1/1995
52,1995,April,75.8,74.78,72.59,67.08,68.6,88.66,86.47,85.51,78.4,81.9,68.23,69.82,75.07,81.5,87.99,77.77,81.89,78.06,71.28,76.36,4/1/1995
53,1995,May,76.16,74.92,72.62,67.31,69.2,88.91,86.67,85.74,78.55,82.13,68.79,70.05,75.31,81.89,88.04,78.03,82.63,78.52,71.88,76.6,5/1/1995
54,1995,June,76.82,74.88,72.48,67.5,69.63,89.06,86.98,86.43,78.76,82.82,69.75,70.6,75.56,82.53,88.03,78.58,83.7,79.5,72.01,76.94,6/1/1995
55,1995,July,77.26,75.06,72.63,67.72,70.18,89.16,86.96,86.67,79.14,83.38,70.44,71.15,76.05,83.22,88.1,78.99,83.71,80.25,72.62,77.26,7/1/1995
56,1995,August,77.71,75.11,72.72,67.78,70.58,89.35,87.39,87.12,79.57,83.79,71.04,71.76,76.42,83.83,88.6,79.17,84.18,81.22,72.88,77.47,8/1/1995
57,1995,September,77.87,74.87,72.71,67.76,71.02,89.32,87.37,87.24,79.9,83.92,70.94,72.4,76.57,84.34,88.96,79.17,84.32,81.45,73.02,77.43,9/1/1995
58,1995,October,78.15,74.6,72.33,67.3,71.26,89.11,87.64,87.38,80.1,83.79,70.69,72.75,75.92,84.57,89.21,79.11,84.66,81.92,73.1,77.26,10/1/1995
59,1995,November,78.39,74.13,71.79,66.8,71.38,88.68,87.55,87.41,80.18,83.97,70.19,73.11,76.01,84.69,89.15,78.85,84.61,82.03,72.92,76.95,11/1/1995
60,1995,December,78.74,73.6,71.36,66.43,71.5,88.44,87.69,87.13,80.38,83.8,69.93,73.2,76.13,84.97,89.04,78.7,84.39,82.54,72.83,76.68,12/1/1995
61,1996,January,79.1,73.39,71.36,66.15,71.34,88.2,87.52,87.04,80.7,83.77,70.15,73.33,76.22,85.24,88.91,78.63,84.14,82.8,72.35,76.56,1/1/1996
62,1996,February,79.47,73.1,71.39,65.97,71.43,87.83,87.43,87.08,80.97,83.31,70.08,73.82,76.35,85.68,89.25,78.73,84.19,83.5,72.45,76.44,2/1/1996
63,1996,March,79.93,73.07,71.22,65.92,71.9,87.8,86.73,87.58,81.1,83.48,70.57,74.2,76.5,87.15,89.13,78.9,84.82,84.02,73.21,76.49,3/1/1996
64,1996,April,80.39,73.35,71.56,66.44,72.72,88.39,87.1,87.75,81.49,84.35,70.88,74.99,76.54,87.97,89.59,78.94,85.96,85.18,73.71,76.84,4/1/1996
65,1996,May,80.73,73.88,72.05,67.05,73.36,88.83,87.34,87.79,81.85,84.88,71.52,75.72,76.68,88.78,89.77,79.36,86.55,85.98,74.25,77.33,5/1/1996
66,1996,June,81.1,74.52,72.23,67.67,73.58,89.19,87.61,87.9,82.26,85.53,72.47,76.53,77.28,88.62,90.26,79.52,87.1,86.63,74.63,77.78,6/1/1996
67,1996,July,81.45,74.71,72.26,68.02,73.91,89.33,87.84,87.89,82.3,85.75,73.24,77.29,78.14,88.56,90.43,79.97,87.6,87.02,74.68,78.1,7/1/1996
68,1996,August,81.87,74.9,72.02,68.35,73.97,89.41,87.97,88.2,82.61,86.03,73.98,77.97,78.57,88.68,90.37,80.31,87.78,87.27,75.01,78.36,8/1/1996
69,1996,September,82.1,74.69,72.23,68.43,74.26,89.29,88.13,88.1,82.93,86.03,73.86,78.51,78.89,88.49,90.1,80.45,87.9,88.13,74.68,78.37,9/1/1996
70,1996,October,82.21,74.7,72.07,68.53,74.51,89.21,88.11,88.46,83.14,86.1,73.9,78.98,79.17,88.53,89.88,80.35,87.92,89.15,74.95,78.36,10/1/1996
71,1996,November,82.3,74.5,72.2,68.72,74.81,88.94,88.24,88.37,83.36,86.21,73.58,79.24,79.51,88.69,89.58,80.02,87.85,90.16,74.67,78.23,11/1/1996
72,1996,December,82.34,74.15,71.74,68.69,75.07,88.45,88.16,88.76,83.33,86.29,73.84,79.19,79.66,88.87,90.01,80.03,87.69,90.59,74.7,78.12,12/1/1996
73,1997,January,82.59,73.91,71.95,68.8,74.96,88.26,88.14,88.52,83.54,86.04,74.02,79.1,79.73,89.28,90.49,80.08,87.21,90.79,74.84,78.08,1/1/1997
74,1997,February,82.9,73.54,72.04,68.81,75.15,88.17,87.94,88.37,83.54,85.84,73.93,78.91,79.59,89.39,91.39,80.08,87.62,91.68,75.43,77.98,2/1/1997
75,1997,March,83.39,73.98,72.45,69.78,75.69,88.47,87.93,87.59,83.78,86.21,74.48,79.7,79.41,90.3,91.62,79.97,88.15,92.63,76.33,78.29,3/1/1997
76,1997,April,83.88,74.82,73.04,71.09,76.36,88.44,88.33,88.17,84.37,86.42,74.92,80.49,79.3,90.42,91.46,80.03,88.6,93.53,77.71,78.76,4/1/1997
77,1997,May,84.26,75.72,73.56,72.19,76.95,88.88,88.58,88.57,85.03,86.74,75.86,81.45,80.02,90.85,91.48,80.53,89.18,93.92,79.18,79.42,5/1/1997
78,1997,June,84.52,76.62,74.49,73.12,77.6,89.4,88.81,88.87,85.38,87.26,76.9,82.21,80.65,91.01,91.8,81.53,89.33,93.45,80.35,80.25,6/1/1997
79,1997,July,84.56,77.2,74.99,73.75,78.22,89.68,88.83,89.13,85.61,87.88,77.61,82.8,82.33,91.55,92.32,82.32,90.06,93.52,81.44,80.86,7/1/1997
80,1997,August,84.84,78.07,75.73,74.43,78.76,89.97,89,89.54,85.75,88.34,78.14,83.2,82.73,91.83,92.74,82.72,89.92,93.2,81.72,81.41,8/1/1997
81,1997,September,85.26,78.29,75.95,74.76,78.88,89.93,89.31,89.71,86.26,88.46,78.33,84,82.26,92.18,92.88,82.8,90.37,93.37,82.1,81.57,9/1/1997
82,1997,October,85.81,78.77,76.47,75.22,79.14,89.98,89.71,89.71,86.52,88.62,78.64,84.41,82.55,92.41,93.1,82.84,89.99,93.11,82.32,81.83,10/1/1997
83,1997,November,86.17,78.97,76.77,75.31,79.45,89.75,90.03,89.75,86.95,88.99,78.77,84.84,82.52,92.32,93.01,82.94,90.49,93.5,82.68,81.98,11/1/1997
84,1997,December,86.41,79.5,77.57,75.81,79.91,89.71,90.5,90.2,87.09,89.18,78.94,84.81,82.76,92.15,93.04,83.11,90.37,93.77,83.15,82.31,12/1/1997
85,1998,January,86.64,80.28,78.23,76.19,80.17,89.5,90.8,90.68,87.4,89.69,79.24,84.98,82.68,92.13,92.94,83.36,90.78,93.6,83.49,82.7,1/1/1998
86,1998,February,87.09,81.14,79.03,76.53,80.33,89.33,90.88,90.81,87.6,89.75,79.48,85.41,83.06,92.37,93.3,83.85,90.76,93.57,84.61,83.13,2/1/1998
87,1998,March,87.52,82.73,80.45,77.48,80.69,89.42,90.75,90.91,88.2,89.99,80.2,85.67,83.03,92.86,94.48,84.28,91.1,94.07,85.7,83.87,3/1/1998
88,1998,April,88.06,83.96,81.88,79.08,81.48,90.05,91.03,91.21,89.03,90.12,81.07,86.38,83.75,93.22,94.58,84.76,91.88,94.95,86.92,84.69,4/1/1998
89,1998,May,88.6,85.4,83.13,80.82,82.4,90.78,91.43,91.47,89.86,90.88,82.55,87.25,84.35,93.99,94.5,85.52,92.61,95.61,88.06,85.77,5/1/1998
90,1998,June,89.41,86.97,84.57,82.41,83.37,91.76,92.12,91.97,90.49,92.01,84.12,88.02,85.26,94.45,94.32,86.58,93.63,96.14,89.16,87.03,6/1/1998
91,1998,July,90.05,88.62,85.81,83.52,84.2,92.29,92.67,92.72,90.76,92.59,85.42,88.79,86.14,94.78,94.58,87.7,93.94,96.44,90.01,88.14,7/1/1998
92,1998,August,90.54,89.98,87.05,84.41,85.05,92.76,92.98,93,90.99,93.02,86.4,89.39,86.88,95.04,94.69,88.48,94.1,96.81,90.41,89.01,8/1/1998
93,1998,September,90.86,90.95,87.82,85.06,85.79,92.79,93.2,93.47,91.28,92.8,87.19,90.01,87.36,95.17,95.14,89.04,94.17,97.03,90.92,89.58,9/1/1998
94,1998,October,91.15,91.38,88.09,85.05,86.46,92.88,93.25,93.45,91.95,92.82,87.32,90.42,88.01,95.42,95.14,89.31,94.34,97.29,91.38,89.8,10/1/1998
95,1998,November,91.59,91.38,88.28,84.66,86.96,92.98,93.49,93.8,92.55,92.14,87.14,91.02,88.79,95.39,95.46,89.41,94.54,97.41,91.72,89.76,11/1/1998
96,1998,December,92.04,91.3,88.33,84.5,87.25,93.21,93.75,93.96,92.95,92.4,87.45,91.61,89.32,95.48,95.46,89.43,94.59,97.88,91.55,89.82,12/1/1998
97,1999,January,92.41,91.22,89.18,85.03,87.93,93.47,94.01,94,93.29,92.42,88.48,92.26,89.73,95.73,95.92,89.49,94.95,98.19,91.66,90.06,1/1/1999
98,1999,February,92.91,91.46,90.05,85.93,88.67,93.41,94.21,94.19,93.64,92.68,89.26,92.69,89.99,96.05,96.38,89.89,94.93,98.59,91.98,90.48,2/1/1999
99,1999,March,93.81,92.37,91.32,87.51,90.22,93.89,94.75,94.28,94.34,92.83,90.14,92.82,90.42,97.19,96.33,90.56,95.67,98.2,93.23,91.31,3/1/1999
100,1999,April,94.63,93.95,92.27,89.21,91.31,94.98,95.67,95.19,94.98,94.07,91.17,92.95,91.53,98.12,96.59,91.59,96.63,98.74,94.66,92.55,4/1/1999
101,1999,May,95.14,95.27,93.11,90.82,92.51,95.81,96.21,96.02,95.91,95.37,92.79,93.82,92.36,98.9,97.27,92.49,97.37,99.38,95.97,93.69,5/1/1999
102,1999,June,95.77,96.62,94.65,92.52,93.75,97.09,96.18,96.66,96.66,96.83,94.29,94.83,93.63,99.32,98.07,94.07,97.86,100.08,97.16,95.1,6/1/1999
103,1999,July,96.33,97.49,95.71,94.2,94.92,98.15,96.79,97.46,97.32,97.51,96.08,96.22,94.79,99.55,98.58,95.47,98.06,100.35,97.64,96.28,7/1/1999
104,1999,August,97.23,98.3,96.88,95.14,96.14,99.15,97.32,97.79,97.62,98.11,97.27,97.02,96.22,99.7,98.53,96.88,98.54,100.65,98.11,97.31,8/1/1999
105,1999,September,97.91,98.63,97.77,96.15,97.62,99.58,98.01,98.22,98.01,98.31,98.33,98.03,97.7,99.82,99.03,97.67,98.76,100.71,98.66,97.99,9/1/1999
